"","Condition","List","GenderRating","NameShown","NameFirst","NameLast","Male","Female","Other","SubjID","SubjGenderMale"
"1879","first","1B",3.75,"Quinn","Quinn",NA,1,0,0,"Exp2_P363",0
"1880","first","1B",4.34,"Riley","Riley",NA,0,1,0,"Exp2_P363",0
"1881","first","1B",5.22,"Blair","Blair",NA,0,1,0,"Exp2_P363",0
"1882","first","1B",5.86,"Elisha","Elisha",NA,0,1,0,"Exp2_P363",0
"1883","first","1B",6.78,"Rebecca","Rebecca",NA,0,1,0,"Exp2_P363",0
"1884","first","1A",1.21,"Matthew","Matthew",NA,1,0,0,"Exp2_P59",0
"1885","first","1A",2.12,"Chris","Chris",NA,1,0,0,"Exp2_P59",0
"1886","first","1A",3.61,"Stevie","Stevie",NA,1,0,0,"Exp2_P59",0
"1887","first","1A",4.22,"Taylor","Taylor",NA,0,1,0,"Exp2_P59",0
"1888","first","1A",4.73,"Kerry","Kerry",NA,1,0,0,"Exp2_P59",0
"1889","first","1A",5.59,"Jodie","Jodie",NA,0,1,0,"Exp2_P59",0
"1890","first","1A",6.73,"Mary","Mary",NA,0,1,0,"Exp2_P59",0
"1891","first","3C",6.24,"Ashley","Ashley",NA,0,1,0,"Exp2_P346",0
"1892","first","3C",4.39,"Jessie","Jessie",NA,0,1,0,"Exp2_P346",0
"1893","first","3C",2.61,"Emerson","Emerson",NA,1,0,0,"Exp2_P346",0
"1894","first","3C",3.87,"Reese","Reese",NA,0,1,0,"Exp2_P346",0
"1895","first","3C",1.28,"James","James",NA,1,0,0,"Exp2_P346",0
"1896","first","3C",6.82,"Emily","Emily",NA,1,0,0,"Exp2_P346",0
"1897","first","3C",5.34,"Jackie","Jackie",NA,0,1,0,"Exp2_P346",0
"1898","first","3C",6.24,"Ashley","Ashley",NA,0,1,0,"Exp2_P53",1
"1899","first","3C",4.39,"Jessie","Jessie",NA,1,0,0,"Exp2_P53",1
"1900","first","3C",2.61,"Emerson","Emerson",NA,1,0,0,"Exp2_P53",1
"1901","first","3C",3.87,"Reese","Reese",NA,0,1,0,"Exp2_P53",1
"1902","first","3C",1.28,"James","James",NA,1,0,0,"Exp2_P53",1
"1903","first","3C",6.82,"Emily","Emily",NA,1,0,0,"Exp2_P53",1
"1904","first","3C",5.34,"Jackie","Jackie",NA,0,0,1,"Exp2_P53",1
"1905","first","3B",5.86,"Elisha","Elisha",NA,0,1,0,"Exp2_P119",1
"1906","first","3B",4.34,"Riley","Riley",NA,0,1,0,"Exp2_P119",1
"1907","first","3B",2.41,"Tommie","Tommie",NA,0,1,0,"Exp2_P119",1
"1908","first","3B",3.75,"Quinn","Quinn",NA,1,0,0,"Exp2_P119",1
"1909","first","3B",1.24,"Brian","Brian",NA,1,0,0,"Exp2_P119",1
"1910","first","3B",6.78,"Rebecca","Rebecca",NA,1,0,0,"Exp2_P119",1
"1911","first","3B",5.22,"Blair","Blair",NA,0,1,0,"Exp2_P119",1
"1912","first","1C",1.28,"James","James",NA,1,0,0,"Exp2_P58",1
"1913","first","1C",2.61,"Emerson","Emerson",NA,0,1,0,"Exp2_P58",1
"1914","first","1C",3.87,"Reese","Reese",NA,1,0,0,"Exp2_P58",1
"1915","first","1C",4.39,"Jessie","Jessie",NA,0,1,0,"Exp2_P58",1
"1916","first","1C",5.34,"Jackie","Jackie",NA,0,1,0,"Exp2_P58",1
"1917","first","1C",6.24,"Ashley","Ashley",NA,1,0,0,"Exp2_P58",1
"1918","first","1C",6.82,"Emily","Emily",NA,0,1,0,"Exp2_P58",1
"1919","first","2A",5.59,"Jodie","Jodie",NA,0,1,0,"Exp2_P79",0
"1920","first","2A",4.22,"Taylor","Taylor",NA,1,0,0,"Exp2_P79",0
"1921","first","2A",2.12,"Chris","Chris",NA,1,0,0,"Exp2_P79",0
"1922","first","2A",6.73,"Mary","Mary",NA,0,1,0,"Exp2_P79",0
"1923","first","2A",3.61,"Stevie","Stevie",NA,0,1,0,"Exp2_P79",0
"1924","first","2A",4.73,"Kerry","Kerry",NA,1,0,0,"Exp2_P79",0
"1925","first","2A",1.21,"Matthew","Matthew",NA,1,0,0,"Exp2_P79",0
"1926","first","2B",5.86,"Elisha","Elisha",NA,0,1,0,"Exp2_P72",0
"1927","first","2B",4.34,"Riley","Riley",NA,1,0,0,"Exp2_P72",0
"1928","first","2B",2.41,"Tommie","Tommie",NA,1,0,0,"Exp2_P72",0
"1929","first","2B",6.78,"Rebecca","Rebecca",NA,0,1,0,"Exp2_P72",0
"1930","first","2B",3.75,"Quinn","Quinn",NA,1,0,0,"Exp2_P72",0
"1931","first","2B",5.22,"Blair","Blair",NA,0,1,0,"Exp2_P72",0
"1932","first","2B",1.24,"Brian","Brian",NA,1,0,0,"Exp2_P72",0
"1933","first","1C",1.28,"James","James",NA,1,0,0,"Exp2_P130",1
"1934","first","1C",2.61,"Emerson","Emerson",NA,1,0,0,"Exp2_P130",1
"1935","first","1C",3.87,"Reese","Reese",NA,1,0,0,"Exp2_P130",1
"1936","first","1C",4.39,"Jessie","Jessie",NA,0,1,0,"Exp2_P130",1
"1937","first","1C",5.34,"Jackie","Jackie",NA,0,1,0,"Exp2_P130",1
"1938","first","1C",6.24,"Ashley","Ashley",NA,0,1,0,"Exp2_P130",1
"1939","first","1C",6.82,"Emily","Emily",NA,1,0,0,"Exp2_P130",1
"1940","first","3C",6.24,"Ashley","Ashley",NA,0,1,0,"Exp2_P285",0
"1941","first","3C",4.39,"Jessie","Jessie",NA,0,1,0,"Exp2_P285",0
"1942","first","3C",2.61,"Emerson","Emerson",NA,1,0,0,"Exp2_P285",0
"1943","first","3C",3.87,"Reese","Reese",NA,1,0,0,"Exp2_P285",0
"1944","first","3C",1.28,"James","James",NA,1,0,0,"Exp2_P285",0
"1945","first","3C",6.82,"Emily","Emily",NA,0,1,0,"Exp2_P285",0
"1946","first","3C",5.34,"Jackie","Jackie",NA,0,1,0,"Exp2_P285",0
"1947","first","3C",6.24,"Ashley","Ashley",NA,0,1,0,"Exp2_P221",1
"1948","first","3C",4.39,"Jessie","Jessie",NA,0,1,0,"Exp2_P221",1
"1949","first","3C",2.61,"Emerson","Emerson",NA,0,1,0,"Exp2_P221",1
"1950","first","3C",3.87,"Reese","Reese",NA,1,0,0,"Exp2_P221",1
"1951","first","3C",1.28,"James","James",NA,1,0,0,"Exp2_P221",1
"1952","first","3C",6.82,"Emily","Emily",NA,0,1,0,"Exp2_P221",1
"1953","first","3C",5.34,"Jackie","Jackie",NA,0,1,0,"Exp2_P221",1
"1954","first","3A",5.59,"Jodie","Jodie",NA,0,1,0,"Exp2_P365",0
"1955","first","3A",4.22,"Taylor","Taylor",NA,0,1,0,"Exp2_P365",0
"1956","first","3A",3.61,"Stevie","Stevie",NA,1,0,0,"Exp2_P365",0
"1957","first","3A",4.22,"Taylor","Taylor",NA,1,0,0,"Exp2_P365",0
"1958","first","3A",1.21,"Matthew","Matthew",NA,1,0,0,"Exp2_P365",0
"1959","first","3A",5.59,"Jodie","Jodie",NA,1,0,0,"Exp2_P365",0
"1960","first","3A",4.73,"Kerry","Kerry",NA,0,1,0,"Exp2_P365",0
"1961","first","2B",5.86,"Elisha","Elisha",NA,0,1,0,"Exp2_P422",1
"1962","first","2B",4.34,"Riley","Riley",NA,1,0,0,"Exp2_P422",1
"1963","first","2B",2.41,"Tommie","Tommie",NA,1,0,0,"Exp2_P422",1
"1964","first","2B",6.78,"Rebecca","Rebecca",NA,0,1,0,"Exp2_P422",1
"1965","first","2B",3.75,"Quinn","Quinn",NA,0,1,0,"Exp2_P422",1
"1966","first","2B",5.22,"Blair","Blair",NA,0,1,0,"Exp2_P422",1
"1967","first","2B",1.24,"Brian","Brian",NA,1,0,0,"Exp2_P422",1
"1968","first","1C",1.28,"James","James",NA,1,0,0,"Exp2_P126",0
"1969","first","1C",2.61,"Emerson","Emerson",NA,1,0,0,"Exp2_P126",0
"1970","first","1C",3.87,"Reese","Reese",NA,0,1,0,"Exp2_P126",0
"1971","first","1C",4.39,"Jessie","Jessie",NA,0,1,0,"Exp2_P126",0
"1972","first","1C",5.34,"Jackie","Jackie",NA,0,1,0,"Exp2_P126",0
"1973","first","1C",6.24,"Ashley","Ashley",NA,0,1,0,"Exp2_P126",0
"1974","first","1C",6.82,"Emily","Emily",NA,0,1,0,"Exp2_P126",0
"1975","first","1A",1.21,"Matthew","Matthew",NA,1,0,0,"Exp2_P401",1
"1976","first","1A",2.12,"Chris","Chris",NA,1,0,0,"Exp2_P401",1
"1977","first","1A",3.61,"Stevie","Stevie",NA,1,0,0,"Exp2_P401",1
"1978","first","1A",4.22,"Taylor","Taylor",NA,0,1,0,"Exp2_P401",1
"1979","first","1A",4.73,"Kerry","Kerry",NA,1,0,0,"Exp2_P401",1
"1980","first","1A",5.59,"Jodie","Jodie",NA,1,0,0,"Exp2_P401",1
"1981","first","1A",6.73,"Mary","Mary",NA,0,1,0,"Exp2_P401",1
"1982","first","2A",5.59,"Jodie","Jodie",NA,1,0,0,"Exp2_P245",1
"1983","first","2A",4.22,"Taylor","Taylor",NA,1,0,0,"Exp2_P245",1
"1984","first","2A",2.12,"Chris","Chris",NA,0,1,0,"Exp2_P245",1
"1985","first","2A",6.73,"Mary","Mary",NA,0,1,0,"Exp2_P245",1
"1986","first","2A",3.61,"Stevie","Stevie",NA,1,0,0,"Exp2_P245",1
"1987","first","2A",4.73,"Kerry","Kerry",NA,0,1,0,"Exp2_P245",1
"1988","first","2A",1.21,"Matthew","Matthew",NA,1,0,0,"Exp2_P245",1
"1989","first","2C",6.24,"Ashley","Ashley",NA,0,1,0,"Exp2_P426",1
"1990","first","2C",4.39,"Jessie","Jessie",NA,0,1,0,"Exp2_P426",1
"1991","first","2C",2.61,"Emerson","Emerson",NA,1,0,0,"Exp2_P426",1
"1992","first","2C",6.82,"Emily","Emily",NA,0,1,0,"Exp2_P426",1
"1993","first","2C",3.87,"Reese","Reese",NA,1,0,0,"Exp2_P426",1
"1994","first","2C",5.34,"Jackie","Jackie",NA,0,1,0,"Exp2_P426",1
"1995","first","2C",1.28,"James","James",NA,1,0,0,"Exp2_P426",1
"1996","first","2C",6.24,"Ashley","Ashley",NA,0,1,0,"Exp2_P362",0
"1997","first","2C",4.39,"Jessie","Jessie",NA,0,1,0,"Exp2_P362",0
"1998","first","2C",2.61,"Emerson","Emerson",NA,0,1,0,"Exp2_P362",0
"1999","first","2C",6.82,"Emily","Emily",NA,0,1,0,"Exp2_P362",0
"2000","first","2C",3.87,"Reese","Reese",NA,0,1,0,"Exp2_P362",0
"2001","first","2C",5.34,"Jackie","Jackie",NA,0,1,0,"Exp2_P362",0
"2002","first","2C",1.28,"James","James",NA,1,0,0,"Exp2_P362",0
"2003","first","2A",5.59,"Jodie","Jodie",NA,0,1,0,"Exp2_P138",0
"2004","first","2A",4.22,"Taylor","Taylor",NA,1,0,0,"Exp2_P138",0
"2005","first","2A",2.12,"Chris","Chris",NA,1,0,0,"Exp2_P138",0
"2006","first","2A",6.73,"Mary","Mary",NA,0,0,1,"Exp2_P138",0
"2007","first","2A",3.61,"Stevie","Stevie",NA,1,0,0,"Exp2_P138",0
"2008","first","2A",4.73,"Kerry","Kerry",NA,1,0,0,"Exp2_P138",0
"2009","first","2A",1.21,"Matthew","Matthew",NA,1,0,0,"Exp2_P138",0
"2010","first","3A",5.59,"Jodie","Jodie",NA,0,1,0,"Exp2_P122",0
"2011","first","3A",4.22,"Taylor","Taylor",NA,0,1,0,"Exp2_P122",0
"2012","first","3A",3.61,"Stevie","Stevie",NA,0,1,0,"Exp2_P122",0
"2013","first","3A",4.22,"Taylor","Taylor",NA,1,0,0,"Exp2_P122",0
"2014","first","3A",1.21,"Matthew","Matthew",NA,1,0,0,"Exp2_P122",0
"2015","first","3A",5.59,"Jodie","Jodie",NA,0,1,0,"Exp2_P122",0
"2016","first","3A",4.73,"Kerry","Kerry",NA,0,1,0,"Exp2_P122",0
"2017","first","3C",6.24,"Ashley","Ashley",NA,0,1,0,"Exp2_P15",1
"2018","first","3C",4.39,"Jessie","Jessie",NA,0,1,0,"Exp2_P15",1
"2019","first","3C",2.61,"Emerson","Emerson",NA,1,0,0,"Exp2_P15",1
"2020","first","3C",3.87,"Reese","Reese",NA,1,0,0,"Exp2_P15",1
"2021","first","3C",1.28,"James","James",NA,1,0,0,"Exp2_P15",1
"2022","first","3C",6.82,"Emily","Emily",NA,0,1,0,"Exp2_P15",1
"2023","first","3C",5.34,"Jackie","Jackie",NA,1,0,0,"Exp2_P15",1
"2024","first","2B",5.86,"Elisha","Elisha",NA,0,1,0,"Exp2_P339",0
"2025","first","2B",4.34,"Riley","Riley",NA,0,1,0,"Exp2_P339",0
"2026","first","2B",2.41,"Tommie","Tommie",NA,1,0,0,"Exp2_P339",0
"2027","first","2B",6.78,"Rebecca","Rebecca",NA,0,1,0,"Exp2_P339",0
"2028","first","2B",3.75,"Quinn","Quinn",NA,1,0,0,"Exp2_P339",0
"2029","first","2B",5.22,"Blair","Blair",NA,0,1,0,"Exp2_P339",0
"2030","first","2B",1.24,"Brian","Brian",NA,1,0,0,"Exp2_P339",0
"2031","first","3A",5.59,"Jodie","Jodie",NA,0,1,0,"Exp2_P68",1
"2032","first","3A",4.22,"Taylor","Taylor",NA,0,1,0,"Exp2_P68",1
"2033","first","3A",3.61,"Stevie","Stevie",NA,1,0,0,"Exp2_P68",1
"2034","first","3A",4.22,"Taylor","Taylor",NA,1,0,0,"Exp2_P68",1
"2035","first","3A",1.21,"Matthew","Matthew",NA,1,0,0,"Exp2_P68",1
"2036","first","3A",5.59,"Jodie","Jodie",NA,1,0,0,"Exp2_P68",1
"2037","first","3A",4.73,"Kerry","Kerry",NA,1,0,0,"Exp2_P68",1
"2038","first","3B",5.86,"Elisha","Elisha",NA,0,1,0,"Exp2_P220",0
"2039","first","3B",4.34,"Riley","Riley",NA,1,0,0,"Exp2_P220",0
"2040","first","3B",2.41,"Tommie","Tommie",NA,1,0,0,"Exp2_P220",0
"2041","first","3B",3.75,"Quinn","Quinn",NA,1,0,0,"Exp2_P220",0
"2042","first","3B",1.24,"Brian","Brian",NA,1,0,0,"Exp2_P220",0
"2043","first","3B",6.78,"Rebecca","Rebecca",NA,0,1,0,"Exp2_P220",0
"2044","first","3B",5.22,"Blair","Blair",NA,0,1,0,"Exp2_P220",0
"2045","first","2A",5.59,"Jodie","Jodie",NA,0,1,0,"Exp2_P408",1
"2046","first","2A",4.22,"Taylor","Taylor",NA,0,1,0,"Exp2_P408",1
"2047","first","2A",2.12,"Chris","Chris",NA,1,0,0,"Exp2_P408",1
"2048","first","2A",6.73,"Mary","Mary",NA,1,0,0,"Exp2_P408",1
"2049","first","2A",3.61,"Stevie","Stevie",NA,1,0,0,"Exp2_P408",1
"2050","first","2A",4.73,"Kerry","Kerry",NA,0,1,0,"Exp2_P408",1
"2051","first","2A",1.21,"Matthew","Matthew",NA,1,0,0,"Exp2_P408",1
"2052","first","2C",6.24,"Ashley","Ashley",NA,0,1,0,"Exp2_P16",0
"2053","first","2C",4.39,"Jessie","Jessie",NA,0,1,0,"Exp2_P16",0
"2054","first","2C",2.61,"Emerson","Emerson",NA,1,0,0,"Exp2_P16",0
"2055","first","2C",6.82,"Emily","Emily",NA,0,1,0,"Exp2_P16",0
"2056","first","2C",3.87,"Reese","Reese",NA,0,1,0,"Exp2_P16",0
"2057","first","2C",5.34,"Jackie","Jackie",NA,0,1,0,"Exp2_P16",0
"2058","first","2C",1.28,"James","James",NA,1,0,0,"Exp2_P16",0
"2059","first","1C",1.28,"James","James",NA,1,0,0,"Exp2_P337",1
"2060","first","1C",2.61,"Emerson","Emerson",NA,1,0,0,"Exp2_P337",1
"2061","first","1C",3.87,"Reese","Reese",NA,1,0,0,"Exp2_P337",1
"2062","first","1C",4.39,"Jessie","Jessie",NA,0,1,0,"Exp2_P337",1
"2063","first","1C",5.34,"Jackie","Jackie",NA,0,1,0,"Exp2_P337",1
"2064","first","1C",6.24,"Ashley","Ashley",NA,0,1,0,"Exp2_P337",1
"2065","first","1C",6.82,"Emily","Emily",NA,0,1,0,"Exp2_P337",1
"2066","first","2C",6.24,"Ashley","Ashley",NA,0,1,0,"Exp2_P298",0
"2067","first","2C",4.39,"Jessie","Jessie",NA,0,1,0,"Exp2_P298",0
"2068","first","2C",2.61,"Emerson","Emerson",NA,1,0,0,"Exp2_P298",0
"2069","first","2C",6.82,"Emily","Emily",NA,0,1,0,"Exp2_P298",0
"2070","first","2C",3.87,"Reese","Reese",NA,1,0,0,"Exp2_P298",0
"2071","first","2C",5.34,"Jackie","Jackie",NA,0,1,0,"Exp2_P298",0
"2072","first","2C",1.28,"James","James",NA,1,0,0,"Exp2_P298",0
"2073","first","1B",1.24,"Brian","Brian",NA,1,0,0,"Exp2_P181",0
"2074","first","1B",2.41,"Tommie","Tommie",NA,1,0,0,"Exp2_P181",0
"2075","first","1B",3.75,"Quinn","Quinn",NA,0,1,0,"Exp2_P181",0
"2076","first","1B",4.34,"Riley","Riley",NA,1,0,0,"Exp2_P181",0
"2077","first","1B",5.22,"Blair","Blair",NA,1,0,0,"Exp2_P181",0
"2078","first","1B",5.86,"Elisha","Elisha",NA,0,1,0,"Exp2_P181",0
"2079","first","1B",6.78,"Rebecca","Rebecca",NA,0,1,0,"Exp2_P181",0
"2080","first","3A",5.59,"Jodie","Jodie",NA,1,0,0,"Exp2_P127",0
"2081","first","3A",4.22,"Taylor","Taylor",NA,0,1,0,"Exp2_P127",0
"2082","first","3A",3.61,"Stevie","Stevie",NA,1,0,0,"Exp2_P127",0
"2083","first","3A",4.22,"Taylor","Taylor",NA,1,0,0,"Exp2_P127",0
"2084","first","3A",1.21,"Matthew","Matthew",NA,1,0,0,"Exp2_P127",0
"2085","first","3A",5.59,"Jodie","Jodie",NA,0,1,0,"Exp2_P127",0
"2086","first","3A",4.73,"Kerry","Kerry",NA,1,0,0,"Exp2_P127",0
"2087","first","3B",5.86,"Elisha","Elisha",NA,0,1,0,"Exp2_P371",1
"2088","first","3B",4.34,"Riley","Riley",NA,0,1,0,"Exp2_P371",1
"2089","first","3B",2.41,"Tommie","Tommie",NA,1,0,0,"Exp2_P371",1
"2090","first","3B",3.75,"Quinn","Quinn",NA,1,0,0,"Exp2_P371",1
"2091","first","3B",1.24,"Brian","Brian",NA,1,0,0,"Exp2_P371",1
"2092","first","3B",6.78,"Rebecca","Rebecca",NA,0,1,0,"Exp2_P371",1
"2093","first","3B",5.22,"Blair","Blair",NA,1,0,0,"Exp2_P371",1
"2094","first","2A",5.59,"Jodie","Jodie",NA,1,0,0,"Exp2_P328",1
"2095","first","2A",4.22,"Taylor","Taylor",NA,1,0,0,"Exp2_P328",1
"2096","first","2A",2.12,"Chris","Chris",NA,1,0,0,"Exp2_P328",1
"2097","first","2A",6.73,"Mary","Mary",NA,0,1,0,"Exp2_P328",1
"2098","first","2A",3.61,"Stevie","Stevie",NA,1,0,0,"Exp2_P328",1
"2099","first","2A",4.73,"Kerry","Kerry",NA,1,0,0,"Exp2_P328",1
"2100","first","2A",1.21,"Matthew","Matthew",NA,1,0,0,"Exp2_P328",1
"2101","first","1B",1.24,"Brian","Brian",NA,1,0,0,"Exp2_P277",1
"2102","first","1B",2.41,"Tommie","Tommie",NA,1,0,0,"Exp2_P277",1
"2103","first","1B",3.75,"Quinn","Quinn",NA,0,1,0,"Exp2_P277",1
"2104","first","1B",4.34,"Riley","Riley",NA,0,1,0,"Exp2_P277",1
"2105","first","1B",5.22,"Blair","Blair",NA,1,0,0,"Exp2_P277",1
"2106","first","1B",5.86,"Elisha","Elisha",NA,0,1,0,"Exp2_P277",1
"2107","first","1B",6.78,"Rebecca","Rebecca",NA,0,1,0,"Exp2_P277",1
"2108","first","3B",5.86,"Elisha","Elisha",NA,1,0,0,"Exp2_P255",0
"2109","first","3B",4.34,"Riley","Riley",NA,0,1,0,"Exp2_P255",0
"2110","first","3B",2.41,"Tommie","Tommie",NA,1,0,0,"Exp2_P255",0
"2111","first","3B",3.75,"Quinn","Quinn",NA,1,0,0,"Exp2_P255",0
"2112","first","3B",1.24,"Brian","Brian",NA,1,0,0,"Exp2_P255",0
"2113","first","3B",6.78,"Rebecca","Rebecca",NA,0,1,0,"Exp2_P255",0
"2114","first","3B",5.22,"Blair","Blair",NA,1,0,0,"Exp2_P255",0
"2115","first","1B",1.24,"Brian","Brian",NA,1,0,0,"Exp2_P107",1
"2116","first","1B",2.41,"Tommie","Tommie",NA,1,0,0,"Exp2_P107",1
"2117","first","1B",3.75,"Quinn","Quinn",NA,1,0,0,"Exp2_P107",1
"2118","first","1B",4.34,"Riley","Riley",NA,1,0,0,"Exp2_P107",1
"2119","first","1B",5.22,"Blair","Blair",NA,0,1,0,"Exp2_P107",1
"2120","first","1B",5.86,"Elisha","Elisha",NA,1,0,0,"Exp2_P107",1
"2121","first","1B",6.78,"Rebecca","Rebecca",NA,0,1,0,"Exp2_P107",1
"2122","first","2A",5.59,"Jodie","Jodie",NA,0,1,0,"Exp2_P117",1
"2123","first","2A",4.22,"Taylor","Taylor",NA,0,1,0,"Exp2_P117",1
"2124","first","2A",2.12,"Chris","Chris",NA,1,0,0,"Exp2_P117",1
"2125","first","2A",6.73,"Mary","Mary",NA,1,0,0,"Exp2_P117",1
"2126","first","2A",3.61,"Stevie","Stevie",NA,1,0,0,"Exp2_P117",1
"2127","first","2A",4.73,"Kerry","Kerry",NA,1,0,0,"Exp2_P117",1
"2128","first","2A",1.21,"Matthew","Matthew",NA,1,0,0,"Exp2_P117",1
"2129","first","2B",5.86,"Elisha","Elisha",NA,1,0,0,"Exp2_P71",1
"2130","first","2B",4.34,"Riley","Riley",NA,0,1,0,"Exp2_P71",1
"2131","first","2B",2.41,"Tommie","Tommie",NA,0,1,0,"Exp2_P71",1
"2132","first","2B",6.78,"Rebecca","Rebecca",NA,0,1,0,"Exp2_P71",1
"2133","first","2B",3.75,"Quinn","Quinn",NA,1,0,0,"Exp2_P71",1
"2134","first","2B",5.22,"Blair","Blair",NA,0,1,0,"Exp2_P71",1
"2135","first","2B",1.24,"Brian","Brian",NA,1,0,0,"Exp2_P71",1
"2136","first","3A",5.59,"Jodie","Jodie",NA,0,1,0,"Exp2_P252",0
"2137","first","3A",4.22,"Taylor","Taylor",NA,0,1,0,"Exp2_P252",0
"2138","first","3A",3.61,"Stevie","Stevie",NA,0,1,0,"Exp2_P252",0
"2139","first","3A",4.22,"Taylor","Taylor",NA,0,1,0,"Exp2_P252",0
"2140","first","3A",1.21,"Matthew","Matthew",NA,1,0,0,"Exp2_P252",0
"2141","first","3A",5.59,"Jodie","Jodie",NA,0,1,0,"Exp2_P252",0
"2142","first","3A",4.73,"Kerry","Kerry",NA,0,1,0,"Exp2_P252",0
"2143","first","2C",6.24,"Ashley","Ashley",NA,0,1,0,"Exp2_P6",1
"2144","first","2C",4.39,"Jessie","Jessie",NA,1,0,0,"Exp2_P6",1
"2145","first","2C",2.61,"Emerson","Emerson",NA,1,0,0,"Exp2_P6",1
"2146","first","2C",6.82,"Emily","Emily",NA,0,1,0,"Exp2_P6",1
"2147","first","2C",3.87,"Reese","Reese",NA,1,0,0,"Exp2_P6",1
"2148","first","2C",5.34,"Jackie","Jackie",NA,0,1,0,"Exp2_P6",1
"2149","first","2C",1.28,"James","James",NA,1,0,0,"Exp2_P6",1
"2150","first","3C",6.24,"Ashley","Ashley",NA,0,1,0,"Exp2_P377",NA
"2151","first","3C",4.39,"Jessie","Jessie",NA,1,0,0,"Exp2_P377",NA
"2152","first","3C",2.61,"Emerson","Emerson",NA,1,0,0,"Exp2_P377",NA
"2153","first","3C",3.87,"Reese","Reese",NA,0,1,0,"Exp2_P377",NA
"2154","first","3C",1.28,"James","James",NA,1,0,0,"Exp2_P377",NA
"2155","first","3C",6.82,"Emily","Emily",NA,1,0,0,"Exp2_P377",NA
"2156","first","3C",5.34,"Jackie","Jackie",NA,0,1,0,"Exp2_P377",NA
"2157","first","2B",5.86,"Elisha","Elisha",NA,1,0,0,"Exp2_P237",1
"2158","first","2B",4.34,"Riley","Riley",NA,0,1,0,"Exp2_P237",1
"2159","first","2B",2.41,"Tommie","Tommie",NA,1,0,0,"Exp2_P237",1
"2160","first","2B",6.78,"Rebecca","Rebecca",NA,0,1,0,"Exp2_P237",1
"2161","first","2B",3.75,"Quinn","Quinn",NA,0,1,0,"Exp2_P237",1
"2162","first","2B",5.22,"Blair","Blair",NA,1,0,0,"Exp2_P237",1
"2163","first","2B",1.24,"Brian","Brian",NA,1,0,0,"Exp2_P237",1
"2164","first","2C",6.24,"Ashley","Ashley",NA,0,1,0,"Exp2_P197",1
"2165","first","2C",4.39,"Jessie","Jessie",NA,0,1,0,"Exp2_P197",1
"2166","first","2C",2.61,"Emerson","Emerson",NA,1,0,0,"Exp2_P197",1
"2167","first","2C",6.82,"Emily","Emily",NA,0,1,0,"Exp2_P197",1
"2168","first","2C",3.87,"Reese","Reese",NA,1,0,0,"Exp2_P197",1
"2169","first","2C",5.34,"Jackie","Jackie",NA,0,1,0,"Exp2_P197",1
"2170","first","2C",1.28,"James","James",NA,1,0,0,"Exp2_P197",1
"2171","first","1C",1.28,"James","James",NA,1,0,0,"Exp2_P95",0
"2172","first","1C",2.61,"Emerson","Emerson",NA,1,0,0,"Exp2_P95",0
"2173","first","1C",3.87,"Reese","Reese",NA,1,0,0,"Exp2_P95",0
"2174","first","1C",4.39,"Jessie","Jessie",NA,1,0,0,"Exp2_P95",0
"2175","first","1C",5.34,"Jackie","Jackie",NA,0,1,0,"Exp2_P95",0
"2176","first","1C",6.24,"Ashley","Ashley",NA,0,1,0,"Exp2_P95",0
"2177","first","1C",6.82,"Emily","Emily",NA,0,1,0,"Exp2_P95",0
"2178","first","2B",5.86,"Elisha","Elisha",NA,1,0,0,"Exp2_P292",1
"2179","first","2B",4.34,"Riley","Riley",NA,0,1,0,"Exp2_P292",1
"2180","first","2B",2.41,"Tommie","Tommie",NA,0,1,0,"Exp2_P292",1
"2181","first","2B",6.78,"Rebecca","Rebecca",NA,0,1,0,"Exp2_P292",1
"2182","first","2B",3.75,"Quinn","Quinn",NA,1,0,0,"Exp2_P292",1
"2183","first","2B",5.22,"Blair","Blair",NA,1,0,0,"Exp2_P292",1
"2184","first","2B",1.24,"Brian","Brian",NA,1,0,0,"Exp2_P292",1
"2185","first","3A",5.59,"Jodie","Jodie",NA,0,1,0,"Exp2_P440",1
"2186","first","3A",4.22,"Taylor","Taylor",NA,1,0,0,"Exp2_P440",1
"2187","first","3A",3.61,"Stevie","Stevie",NA,1,0,0,"Exp2_P440",1
"2188","first","3A",4.22,"Taylor","Taylor",NA,1,0,0,"Exp2_P440",1
"2189","first","3A",1.21,"Matthew","Matthew",NA,1,0,0,"Exp2_P440",1
"2190","first","3A",5.59,"Jodie","Jodie",NA,1,0,0,"Exp2_P440",1
"2191","first","3A",4.73,"Kerry","Kerry",NA,0,1,0,"Exp2_P440",1
"2192","first","3B",5.86,"Elisha","Elisha",NA,0,1,0,"Exp2_P269",0
"2193","first","3B",4.34,"Riley","Riley",NA,0,1,0,"Exp2_P269",0
"2194","first","3B",2.41,"Tommie","Tommie",NA,1,0,0,"Exp2_P269",0
"2195","first","3B",3.75,"Quinn","Quinn",NA,1,0,0,"Exp2_P269",0
"2196","first","3B",1.24,"Brian","Brian",NA,1,0,0,"Exp2_P269",0
"2197","first","3B",6.78,"Rebecca","Rebecca",NA,0,1,0,"Exp2_P269",0
"2198","first","3B",5.22,"Blair","Blair",NA,1,0,0,"Exp2_P269",0
"2199","first","2A",5.59,"Jodie","Jodie",NA,0,1,0,"Exp2_P303",1
"2200","first","2A",4.22,"Taylor","Taylor",NA,1,0,0,"Exp2_P303",1
